ronda,orden,caso,operacion,localidad,gateway_region,regiones_hogar,inicio_utc,latencia_ms,reintentos
63,1,lectura-local,lectura,local,cr-sj,cr-sj,2026-09-17T03:16:11.145+00:00,0.167,0
63,2,escritura-cruza,escritura,cruza,cr-sj,cr-sj+cr-limon,2026-09-17T03:16:11.145+00:00,2.524,0
63,3,lectura-remota,lectura,remota,cr-sj,cr-limon,2026-09-17T03:16:11.148+00:00,0.231,0
63,4,escritura-local,escritura,local,cr-sj,cr-sj,2026-09-17T03:16:11.148+00:00,2.516,0
64,1,escritura-cruza,escritura,cruza,cr-sj,cr-sj+cr-limon,2026-09-17T03:16:11.151+00:00,2.514,0
64,2,lectura-remota,lectura,remota,cr-sj,cr-limon,2026-09-17T03:16:11.153+00:00,0.218,0
64,3,escritura-local,escritura,local,cr-sj,cr-sj,2026-09-17T03:16:11.154+00:00,2.501,0
64,4,lectura-local,lectura,local,cr-sj,cr-sj,2026-09-17T03:16:11.156+00:00,0.218,0
65,1,lectura-local,lectura,local,cr-sj,cr-sj,2026-09-17T03:16:11.156+00:00,0.204,0
65,2,escritura-cruza,escritura,cruza,cr-sj,cr-sj+cr-limon,2026-09-17T03:16:11.157+00:00,2.531,0
65,3,lectura-remota,lectura,remota,cr-sj,cr-limon,2026-09-17T03:16:11.159+00:00,0.219,0
65,4,escritura-local,escritura,local,cr-sj,cr-sj,2026-09-17T03:16:11.159+00:00,2.441,0
66,1,lectura-local,lectura,local,cr-sj,cr-sj,2026-09-17T03:16:11.162+00:00,0.224,0
66,2,escritura-local,escritura,local,cr-sj,cr-sj,2026-09-17T03:16:11.162+00:00,2.476,0
66,3,escritura-cruza,escritura,cruza,cr-sj,cr-sj+cr-limon,2026-09-17T03:16:11.165+00:00,2.470,0
66,4,lectura-remota,lectura,remota,cr-sj,cr-limon,2026-09-17T03:16:11.167+00:00,0.224,0
67,1,escritura-cruza,escritura,cruza,cr-sj,cr-sj+cr-limon,2026-09-17T03:16:11.167+00:00,2.503,0
67,2,lectura-remota,lectura,remota,cr-sj,cr-limon,2026-09-17T03:16:11.170+00:00,0.187,0
67,3,lectura-local,lectura,local,cr-sj,cr-sj,2026-09-17T03:16:11.170+00:00,0.199,0
67,4,escritura-local,escritura,local,cr-sj,cr-sj,2026-09-17T03:16:11.170+00:00,2.501,0
68,1,lectura-remota,lectura,remota,cr-sj,cr-limon,2026-09-17T03:16:11.173+00:00,0.173,0
68,2,escritura-local,escritura,local,cr-sj,cr-sj,2026-09-17T03:16:11.173+00:00,2.780,0
68,3,escritura-cruza,escritura,cruza,cr-sj,cr-sj+cr-limon,2026-09-17T03:16:11.176+00:00,2.327,0
68,4,lectura-local,lectura,local,cr-sj,cr-sj,2026-09-17T03:16:11.178+00:00,0.179,0
69,1,lectura-local,lectura,local,cr-sj,cr-sj,2026-09-17T03:16:11.178+00:00,0.157,0
69,2,escritura-local,escritura,local,cr-sj,cr-sj,2026-09-17T03:16:11.179+00:00,2.194,0
69,3,lectura-remota,lectura,remota,cr-sj,cr-limon,2026-09-17T03:16:11.181+00:00,0.185,0
69,4,escritura-cruza,escritura,cruza,cr-sj,cr-sj+cr-limon,2026-09-17T03:16:11.181+00:00,3.070,0
70,1,escritura-cruza,escritura,cruza,cr-sj,cr-sj+cr-limon,2026-09-17T03:16:11.184+00:00,2.627,0
70,2,lectura-remota,lectura,remota,cr-sj,cr-limon,2026-09-17T03:16:11.187+00:00,0.171,0
70,3,lectura-local,lectura,local,cr-sj,cr-sj,2026-09-17T03:16:11.187+00:00,0.212,0
70,4,escritura-local,escritura,local,cr-sj,cr-sj,2026-09-17T03:16:11.187+00:00,2.538,0
71,1,escritura-cruza,escritura,cruza,cr-sj,cr-sj+cr-limon,2026-09-17T03:16:11.190+00:00,2.531,0
71,2,escritura-local,escritura,local,cr-sj,cr-sj,2026-09-17T03:16:11.192+00:00,3.390,0
71,3,lectura-local,lectura,local,cr-sj,cr-sj,2026-09-17T03:16:11.196+00:00,0.183,0
71,4,lectura-remota,lectura,remota,cr-sj,cr-limon,2026-09-17T03:16:11.196+00:00,0.214,0
72,1,escritura-local,escritura,local,cr-sj,cr-sj,2026-09-17T03:16:11.196+00:00,3.243,0
72,2,escritura-cruza,escritura,cruza,cr-sj,cr-sj+cr-limon,2026-09-17T03:16:11.199+00:00,4.764,0
72,3,lectura-remota,lectura,remota,cr-sj,cr-limon,2026-09-17T03:16:11.204+00:00,0.360,0
72,4,lectura-local,lectura,local,cr-sj,cr-sj,2026-09-17T03:16:11.205+00:00,0.251,0
73,1,lectura-remota,lectura,remota,cr-sj,cr-limon,2026-09-17T03:16:11.205+00:00,0.182,0
73,2,escritura-cruza,escritura,cruza,cr-sj,cr-sj+cr-limon,2026-09-17T03:16:11.205+00:00,3.348,0
73,3,escritura-local,escritura,local,cr-sj,cr-sj,2026-09-17T03:16:11.209+00:00,2.420,0
73,4,lectura-local,lectura,local,cr-sj,cr-sj,2026-09-17T03:16:11.211+00:00,0.213,0
74,1,lectura-remota,lectura,remota,cr-sj,cr-limon,2026-09-17T03:16:11.211+00:00,0.164,0
74,2,lectura-local,lectura,local,cr-sj,cr-sj,2026-09-17T03:16:11.211+00:00,0.164,0
74,3,escritura-cruza,escritura,cruza,cr-sj,cr-sj+cr-limon,2026-09-17T03:16:11.212+00:00,2.478,0
74,4,escritura-local,escritura,local,cr-sj,cr-sj,2026-09-17T03:16:11.214+00:00,2.720,0
75,1,escritura-cruza,escritura,cruza,cr-sj,cr-sj+cr-limon,2026-09-17T03:16:11.217+00:00,2.768,0
75,2,escritura-local,escritura,local,cr-sj,cr-sj,2026-09-17T03:16:11.220+00:00,2.973,0
75,3,lectura-remota,lectura,remota,cr-sj,cr-limon,2026-09-17T03:16:11.223+00:00,0.271,0
75,4,lectura-local,lectura,local,cr-sj,cr-sj,2026-09-17T03:16:11.223+00:00,0.177,0
76,1,escritura-cruza,escritura,cruza,cr-sj,cr-sj+cr-limon,2026-09-17T03:16:11.223+00:00,2.388,0
76,2,escritura-local,escritura,local,cr-sj,cr-sj,2026-09-17T03:16:11.226+00:00,2.325,0
76,3,lectura-local,lectura,local,cr-sj,cr-sj,2026-09-17T03:16:11.228+00:00,0.181,0
76,4,lectura-remota,lectura,remota,cr-sj,cr-limon,2026-09-17T03:16:11.228+00:00,0.159,0
77,1,lectura-local,lectura,local,cr-sj,cr-sj,2026-09-17T03:16:11.228+00:00,0.151,0
77,2,escritura-cruza,escritura,cruza,cr-sj,cr-sj+cr-limon,2026-09-17T03:16:11.229+00:00,2.259,0
77,3,escritura-local,escritura,local,cr-sj,cr-sj,2026-09-17T03:16:11.231+00:00,2.530,0
77,4,lectura-remota,lectura,remota,cr-sj,cr-limon,2026-09-17T03:16:11.233+00:00,0.223,0
78,1,escritura-local,escritura,local,cr-sj,cr-sj,2026-09-17T03:16:11.234+00:00,2.563,0
78,2,lectura-remota,lectura,remota,cr-sj,cr-limon,2026-09-17T03:16:11.236+00:00,0.262,0
78,3,escritura-cruza,escritura,cruza,cr-sj,cr-sj+cr-limon,2026-09-17T03:16:11.237+00:00,2.560,0
78,4,lectura-local,lectura,local,cr-sj,cr-sj,2026-09-17T03:16:11.239+00:00,0.239,0
79,1,lectura-remota,lectura,remota,cr-sj,cr-limon,2026-09-17T03:16:11.240+00:00,0.223,0
79,2,lectura-local,lectura,local,cr-sj,cr-sj,2026-09-17T03:16:11.240+00:00,0.227,0
79,3,escritura-local,escritura,local,cr-sj,cr-sj,2026-09-17T03:16:11.240+00:00,2.264,0
79,4,escritura-cruza,escritura,cruza,cr-sj,cr-sj+cr-limon,2026-09-17T03:16:11.242+00:00,2.415,0
80,1,lectura-local,lectura,local,cr-sj,cr-sj,2026-09-17T03:16:11.245+00:00,0.172,0
80,2,escritura-cruza,escritura,cruza,cr-sj,cr-sj+cr-limon,2026-09-17T03:16:11.245+00:00,2.601,0
80,3,escritura-local,escritura,local,cr-sj,cr-sj,2026-09-17T03:16:11.248+00:00,2.504,0
80,4,lectura-remota,lectura,remota,cr-sj,cr-limon,2026-09-17T03:16:11.250+00:00,0.227,0
81,1,escritura-local,escritura,local,cr-sj,cr-sj,2026-09-17T03:16:11.250+00:00,2.542,0
81,2,escritura-cruza,escritura,cruza,cr-sj,cr-sj+cr-limon,2026-09-17T03:16:11.253+00:00,2.691,0
81,3,lectura-remota,lectura,remota,cr-sj,cr-limon,2026-09-17T03:16:11.256+00:00,0.266,0
81,4,lectura-local,lectura,local,cr-sj,cr-sj,2026-09-17T03:16:11.256+00:00,0.200,0
82,1,lectura-remota,lectura,remota,cr-sj,cr-limon,2026-09-17T03:16:11.256+00:00,0.195,0
82,2,lectura-local,lectura,local,cr-sj,cr-sj,2026-09-17T03:16:11.256+00:00,0.177,0
82,3,escritura-local,escritura,local,cr-sj,cr-sj,2026-09-17T03:16:11.257+00:00,2.671,0
82,4,escritura-cruza,escritura,cruza,cr-sj,cr-sj+cr-limon,2026-09-17T03:16:11.259+00:00,2.452,0
83,1,lectura-local,lectura,local,cr-sj,cr-sj,2026-09-17T03:16:11.262+00:00,0.202,0
83,2,escritura-cruza,escritura,cruza,cr-sj,cr-sj+cr-limon,2026-09-17T03:16:11.262+00:00,2.518,0
83,3,lectura-remota,lectura,remota,cr-sj,cr-limon,2026-09-17T03:16:11.265+00:00,0.242,0
83,4,escritura-local,escritura,local,cr-sj,cr-sj,2026-09-17T03:16:11.265+00:00,2.558,0
84,1,lectura-remota,lectura,remota,cr-sj,cr-limon,2026-09-17T03:16:11.267+00:00,0.226,0
84,2,escritura-local,escritura,local,cr-sj,cr-sj,2026-09-17T03:16:11.268+00:00,2.437,0
84,3,escritura-cruza,escritura,cruza,cr-sj,cr-sj+cr-limon,2026-09-17T03:16:11.270+00:00,2.263,0
84,4,lectura-local,lectura,local,cr-sj,cr-sj,2026-09-17T03:16:11.273+00:00,0.225,0
85,1,escritura-local,escritura,local,cr-sj,cr-sj,2026-09-17T03:16:11.273+00:00,2.449,0
85,2,lectura-local,lectura,local,cr-sj,cr-sj,2026-09-17T03:16:11.275+00:00,0.224,0
85,3,escritura-cruza,escritura,cruza,cr-sj,cr-sj+cr-limon,2026-09-17T03:16:11.276+00:00,2.375,0
85,4,lectura-remota,lectura,remota,cr-sj,cr-limon,2026-09-17T03:16:11.278+00:00,0.246,0
86,1,escritura-local,escritura,local,cr-sj,cr-sj,2026-09-17T03:16:11.278+00:00,2.332,0
86,2,lectura-remota,lectura,remota,cr-sj,cr-limon,2026-09-17T03:16:11.281+00:00,0.165,0
86,3,lectura-local,lectura,local,cr-sj,cr-sj,2026-09-17T03:16:11.281+00:00,0.212,0
86,4,escritura-cruza,escritura,cruza,cr-sj,cr-sj+cr-limon,2026-09-17T03:16:11.281+00:00,2.385,0
87,1,lectura-local,lectura,local,cr-sj,cr-sj,2026-09-17T03:16:11.283+00:00,0.167,0
87,2,lectura-remota,lectura,remota,cr-sj,cr-limon,2026-09-17T03:16:11.284+00:00,0.212,0
87,3,escritura-local,escritura,local,cr-sj,cr-sj,2026-09-17T03:16:11.284+00:00,2.432,0
87,4,escritura-cruza,escritura,cruza,cr-sj,cr-sj+cr-limon,2026-09-17T03:16:11.286+00:00,2.423,0
88,1,escritura-local,escritura,local,cr-sj,cr-sj,2026-09-17T03:16:11.289+00:00,2.383,0
88,2,lectura-local,lectura,local,cr-sj,cr-sj,2026-09-17T03:16:11.291+00:00,0.219,0
88,3,escritura-cruza,escritura,cruza,cr-sj,cr-sj+cr-limon,2026-09-17T03:16:11.291+00:00,2.360,0
88,4,lectura-remota,lectura,remota,cr-sj,cr-limon,2026-09-17T03:16:11.294+00:00,0.212,0
89,1,lectura-local,lectura,local,cr-sj,cr-sj,2026-09-17T03:16:11.294+00:00,0.215,0
89,2,escritura-cruza,escritura,cruza,cr-sj,cr-sj+cr-limon,2026-09-17T03:16:11.294+00:00,2.309,0
89,3,escritura-local,escritura,local,cr-sj,cr-sj,2026-09-17T03:16:11.297+00:00,2.554,0
89,4,lectura-remota,lectura,remota,cr-sj,cr-limon,2026-09-17T03:16:11.299+00:00,0.432,0
90,1,escritura-cruza,escritura,cruza,cr-sj,cr-sj+cr-limon,2026-09-17T03:16:11.300+00:00,3.694,0
90,2,lectura-remota,lectura,remota,cr-sj,cr-limon,2026-09-17T03:16:11.304+00:00,0.299,0
90,3,lectura-local,lectura,local,cr-sj,cr-sj,2026-09-17T03:16:11.304+00:00,0.181,0
90,4,escritura-local,escritura,local,cr-sj,cr-sj,2026-09-17T03:16:11.304+00:00,2.640,0
91,1,lectura-remota,lectura,remota,cr-sj,cr-limon,2026-09-17T03:16:11.307+00:00,0.234,0
91,2,escritura-cruza,escritura,cruza,cr-sj,cr-sj+cr-limon,2026-09-17T03:16:11.307+00:00,2.274,0
91,3,lectura-local,lectura,local,cr-sj,cr-sj,2026-09-17T03:16:11.309+00:00,0.213,0
91,4,escritura-local,escritura,local,cr-sj,cr-sj,2026-09-17T03:16:11.310+00:00,2.387,0
92,1,lectura-remota,lectura,remota,cr-sj,cr-limon,2026-09-17T03:16:11.312+00:00,0.218,0
92,2,escritura-local,escritura,local,cr-sj,cr-sj,2026-09-17T03:16:11.312+00:00,2.681,0
92,3,lectura-local,lectura,local,cr-sj,cr-sj,2026-09-17T03:16:11.315+00:00,0.282,0
92,4,escritura-cruza,escritura,cruza,cr-sj,cr-sj+cr-limon,2026-09-17T03:16:11.315+00:00,2.558,0
93,1,lectura-remota,lectura,remota,cr-sj,cr-limon,2026-09-17T03:16:11.318+00:00,0.238,0
93,2,escritura-cruza,escritura,cruza,cr-sj,cr-sj+cr-limon,2026-09-17T03:16:11.318+00:00,2.925,0
93,3,escritura-local,escritura,local,cr-sj,cr-sj,2026-09-17T03:16:11.321+00:00,7.387,0
93,4,lectura-local,lectura,local,cr-sj,cr-sj,2026-09-17T03:16:11.329+00:00,0.297,0
94,1,escritura-local,escritura,local,cr-sj,cr-sj,2026-09-17T03:16:11.329+00:00,3.679,0
94,2,lectura-local,lectura,local,cr-sj,cr-sj,2026-09-17T03:16:11.333+00:00,0.288,0
94,3,escritura-cruza,escritura,cruza,cr-sj,cr-sj+cr-limon,2026-09-17T03:16:11.333+00:00,2.923,0
94,4,lectura-remota,lectura,remota,cr-sj,cr-limon,2026-09-17T03:16:11.336+00:00,0.365,0
95,1,escritura-cruza,escritura,cruza,cr-sj,cr-sj+cr-limon,2026-09-17T03:16:11.336+00:00,3.145,0
95,2,lectura-remota,lectura,remota,cr-sj,cr-limon,2026-09-17T03:16:11.340+00:00,0.312,0
95,3,lectura-local,lectura,local,cr-sj,cr-sj,2026-09-17T03:16:11.340+00:00,0.279,0
95,4,escritura-local,escritura,local,cr-sj,cr-sj,2026-09-17T03:16:11.340+00:00,2.598,0
96,1,escritura-cruza,escritura,cruza,cr-sj,cr-sj+cr-limon,2026-09-17T03:16:11.343+00:00,2.986,0
96,2,escritura-local,escritura,local,cr-sj,cr-sj,2026-09-17T03:16:11.346+00:00,2.868,0
96,3,lectura-remota,lectura,remota,cr-sj,cr-limon,2026-09-17T03:16:11.349+00:00,0.187,0
96,4,lectura-local,lectura,local,cr-sj,cr-sj,2026-09-17T03:16:11.349+00:00,0.168,0
97,1,escritura-local,escritura,local,cr-sj,cr-sj,2026-09-17T03:16:11.349+00:00,2.540,0
97,2,escritura-cruza,escritura,cruza,cr-sj,cr-sj+cr-limon,2026-09-17T03:16:11.352+00:00,2.613,0
97,3,lectura-local,lectura,local,cr-sj,cr-sj,2026-09-17T03:16:11.354+00:00,0.175,0
97,4,lectura-remota,lectura,remota,cr-sj,cr-limon,2026-09-17T03:16:11.355+00:00,0.155,0
98,1,escritura-cruza,escritura,cruza,cr-sj,cr-sj+cr-limon,2026-09-17T03:16:11.355+00:00,2.446,0
98,2,lectura-remota,lectura,remota,cr-sj,cr-limon,2026-09-17T03:16:11.357+00:00,0.316,0
98,3,lectura-local,lectura,local,cr-sj,cr-sj,2026-09-17T03:16:11.358+00:00,0.301,0
98,4,escritura-local,escritura,local,cr-sj,cr-sj,2026-09-17T03:16:11.358+00:00,2.835,0
99,1,escritura-local,escritura,local,cr-sj,cr-sj,2026-09-17T03:16:11.361+00:00,2.347,0
99,2,lectura-remota,lectura,remota,cr-sj,cr-limon,2026-09-17T03:16:11.363+00:00,0.275,0
99,3,escritura-cruza,escritura,cruza,cr-sj,cr-sj+cr-limon,2026-09-17T03:16:11.364+00:00,3.002,0
99,4,lectura-local,lectura,local,cr-sj,cr-sj,2026-09-17T03:16:11.367+00:00,0.856,0
100,1,lectura-remota,lectura,remota,cr-sj,cr-limon,2026-09-17T03:16:11.368+00:00,0.197,0
100,2,escritura-local,escritura,local,cr-sj,cr-sj,2026-09-17T03:16:11.368+00:00,2.593,0
100,3,escritura-cruza,escritura,cruza,cr-sj,cr-sj+cr-limon,2026-09-17T03:16:11.370+00:00,2.570,0
100,4,lectura-local,lectura,local,cr-sj,cr-sj,2026-09-17T03:16:11.373+00:00,0.225,0
